1487,MSFT,1.0,buy
1488,AAPL,1.0,sell
1489,AAPL,1.0,buy
1490,MSFT,1.0,sell
1491,MSFT,1.0,buy
1492,AAPL,1.0,sell
1493,AAPL,1.0,buy
1494,MSFT,1.0,sell
1495,MSFT,1.0,buy
1496,AAPL,1.0,sell
1497,AAPL,1.0,buy
1498,MSFT,1.0,sell
1499,MSFT,1.0,buy
1500,AAPL,1.0,sell
1501,AAPL,1.0,buy
1502,MSFT,1.0,sell
1503,MSFT,1.0,buy
1504,AAPL,1.0,sell
1505,AAPL,1.0,buy
1506,MSFT,1.0,sell
1507,MSFT,1.0,buy
1508,AAPL,1.0,sell
1509,AAPL,1.0,buy
1510,MSFT,1.0,sell
1511,MSFT,1.0,buy
1512,AAPL,1.0,sell
1513,AAPL,1.0,buy
1514,MSFT,1.0,sell
1515,MSFT,1.0,buy
1516,AAPL,1.0,sell
1517,AAPL,1.0,buy
1518,MSFT,1.0,sell
1519,MSFT,1.0,buy
1520,AAPL,1.0,sell
1521,AAPL,1.0,buy
1522,MSFT,1.0,sell
1523,MSFT,1.0,buy
1524,AAPL,1.0,sell
1525,AAPL,1.0,buy
1526,MSFT,1.0,sell
1527,MSFT,1.0,buy
1528,AAPL,1.0,sell
1529,AAPL,1.0,buy
1530,MSFT,1.0,sell
1531,MSFT,1.0,buy
1532,AAPL,1.0,sell
1533,AAPL,1.0,buy
1534,MSFT,1.0,sell
1535,MSFT,1.0,buy
1536,AAPL,1.0,sell
1537,AAPL,1.0,buy
1538,MSFT,1.0,sell
1539,MSFT,1.0,buy
1540,AAPL,1.0,sell
1541,AAPL,1.0,buy
1542,MSFT,1.0,sell
1543,MSFT,1.0,buy
1544,AAPL,1.0,sell
1545,AAPL,1.0,buy
1546,MSFT,1.0,sell
1547,MSFT,1.0,buy
1548,AAPL,1.0,sell
1549,AAPL,1.0,buy
1550,MSFT,1.0,sell
1551,MSFT,1.0,buy
1552,AAPL,1.0,sell
1553,AAPL,1.0,buy
1554,MSFT,1.0,sell
1555,MSFT,1.0,buy
1556,AAPL,1.0,sell
1557,AAPL,1.0,buy
1558,MSFT,1.0,sell
1559,MSFT,1.0,buy
1560,AAPL,1.0,sell
1561,AAPL,1.0,buy
1562,MSFT,1.0,sell
1563,MSFT,1.0,buy
1564,AAPL,1.0,sell
1565,AAPL,1.0,buy
1566,MSFT,1.0,sell
1567,MSFT,1.0,buy
1568,AAPL,1.0,sell
1569,AAPL,1.0,buy
1570,MSFT,1.0,sell
1571,MSFT,1.0,buy
1572,AAPL,1.0,sell
1573,AAPL,1.0,buy
1574,MSFT,1.0,sell
1575,MSFT,1.0,buy
1576,AAPL,1.0,sell
1577,AAPL,1.0,buy
1578,MSFT,1.0,sell
1579,MSFT,1.0,buy
1580,AAPL,1.0,sell
1581,AAPL,1.0,buy
1582,MSFT,1.0,sell
1583,MSFT,1.0,buy
1584,AAPL,1.0,sell
1585,AAPL,1.0,buy
1586,MSFT,1.0,sell
1587,MSFT,1.0,buy
1588,AAPL,1.0,sell
1589,AAPL,1.0,buy
1590,MSFT,1.0,sell
1591,MSFT,1.0,buy
1592,AAPL,1.0,sell
1593,AAPL,1.0,buy
1594,MSFT,1.0,sell
1595,MSFT,1.0,buy
1596,AAPL,1.0,sell
1597,AAPL,1.0,buy
1598,MSFT,1.0,sell
1599,MSFT,1.0,buy
1600,AAPL,1.0,sell
1601,AAPL,1.0,buy
1602,MSFT,1.0,sell
1603,MSFT,1.0,buy
1604,AAPL,1.0,sell
1605,AAPL,1.0,buy
1606,MSFT,1.0,sell
1607,MSFT,1.0,buy
1608,AAPL,1.0,sell
1609,AAPL,1.0,buy
1610,MSFT,1.0,sell
1611,MSFT,1.0,buy
1612,AAPL,1.0,sell
1613,AAPL,1.0,buy
1614,MSFT,1.0,sell
1615,MSFT,1.0,buy
1616,AAPL,1.0,sell
1617,AAPL,1.0,buy
1618,MSFT,1.0,sell
1619,MSFT,1.0,buy
1620,AAPL,1.0,sell
1621,AAPL,1.0,buy
1622,MSFT,1.0,sell
1623,MSFT,1.0,buy
1624,AAPL,1.0,sell
1625,AAPL,1.0,buy
1626,MSFT,1.0,sell
1627,MSFT,1.0,buy
1628,AAPL,1.0,sell
1629,AAPL,1.0,buy
1630,MSFT,1.0,sell
1631,MSFT,1.0,buy
1632,AAPL,1.0,sell
1633,AAPL,1.0,buy
1634,MSFT,1.0,sell
1635,MSFT,1.0,buy
1636,AAPL,1.0,sell
1637,AAPL,1.0,buy
1638,MSFT,1.0,sell
1639,MSFT,1.0,buy
1640,AAPL,1.0,sell
1641,AAPL,1.0,buy
1642,MSFT,1.0,sell
1643,MSFT,1.0,buy
1644,AAPL,1.0,sell
1645,AAPL,1.0,buy
1646,MSFT,1.0,sell
1647,MSFT,1.0,buy
1648,AAPL,1.0,sell
1649,AAPL,1.0,buy
1650,MSFT,1.0,sell
1651,MSFT,1.0,buy
1652,AAPL,1.0,sell
1653,AAPL,1.0,buy
1654,MSFT,1.0,sell
1655,MSFT,1.0,buy
1656,AAPL,1.0,sell
1657,AAPL,1.0,buy
1658,MSFT,1.0,sell
1659,MSFT,1.0,buy
1660,AAPL,1.0,sell
1661,AAPL,1.0,buy
1662,MSFT,1.0,sell
1663,MSFT,1.0,buy
1664,AAPL,1.0,sell
1665,AAPL,1.0,buy
1666,MSFT,1.0,sell
1667,MSFT,1.0,buy
1668,AAPL,1.0,sell
1669,AAPL,1.0,buy
1670,MSFT,1.0,sell
1671,MSFT,1.0,buy
1672,AAPL,1.0,sell
1673,AAPL,1.0,buy
1674,MSFT,1.0,sell
1675,MSFT,1.0,buy
1676,AAPL,1.0,sell
1677,AAPL,1.0,buy
1678,MSFT,1.0,sell
1679,MSFT,1.0,buy
1680,AAPL,1.0,sell
1681,AAPL,1.0,buy
1682,MSFT,1.0,sell
1683,MSFT,1.0,buy
1684,AAPL,1.0,sell
1685,AAPL,1.0,buy
1686,MSFT,1.0,sell
1687,MSFT,1.0,buy
1688,AAPL,1.0,sell
1689,AAPL,1.0,buy
1690,MSFT,1.0,sell
1691,MSFT,1.0,buy
1692,AAPL,1.0,sell
1693,AAPL,1.0,buy
1694,MSFT,1.0,sell
1695,MSFT,1.0,buy
1696,AAPL,1.0,sell
1697,AAPL,1.0,buy
1698,MSFT,1.0,sell
1699,MSFT,1.0,buy
1700,AAPL,1.0,sell
1701,AAPL,1.0,buy
1702,MSFT,1.0,sell
1703,MSFT,1.0,buy
1704,AAPL,1.0,sell
1705,AAPL,1.0,buy
1706,MSFT,1.0,sell
1707,MSFT,1.0,buy
1708,AAPL,1.0,sell
1709,AAPL,1.0,buy
1710,MSFT,1.0,sell
1711,MSFT,1.0,buy
1712,AAPL,1.0,sell
1713,AAPL,1.0,buy
1714,MSFT,1.0,sell
1715,MSFT,1.0,buy
1716,AAPL,1.0,sell
1717,AAPL,1.0,buy
1718,MSFT,1.0,sell
1719,MSFT,1.0,buy
1720,AAPL,1.0,sell
1721,AAPL,1.0,buy
1722,MSFT,1.0,sell
1723,MSFT,1.0,buy
1724,AAPL,1.0,sell
1725,AAPL,1.0,buy
1726,MSFT,1.0,sell
1727,MSFT,1.0,buy
1728,AAPL,1.0,sell
1729,AAPL,1.0,buy
1730,MSFT,1.0,sell
1731,MSFT,1.0,buy
1732,AAPL,1.0,sell
1733,AAPL,1.0,buy
1734,MSFT,1.0,sell
1735,MSFT,1.0,buy
1736,AAPL,1.0,sell
1737,AAPL,1.0,buy
1738,MSFT,1.0,sell
1739,MSFT,1.0,buy
1740,AAPL,1.0,sell
1741,AAPL,1.0,buy
1742,MSFT,1.0,sell
1743,MSFT,1.0,buy
1744,AAPL,1.0,sell
1745,AAPL,1.0,buy
1746,MSFT,1.0,sell
1747,MSFT,1.0,buy
1748,AAPL,1.0,sell
1749,AAPL,1.0,buy
1750,MSFT,1.0,sell
1751,MSFT,1.0,buy
1752,AAPL,1.0,sell
1753,AAPL,1.0,buy
1754,MSFT,1.0,sell
1755,MSFT,1.0,buy
1756,AAPL,1.0,sell
1757,AAPL,1.0,buy
1758,MSFT,1.0,sell
1759,MSFT,1.0,buy
1760,AAPL,1.0,sell
1761,AAPL,1.0,buy
1762,MSFT,1.0,sell
1763,MSFT,1.0,buy
1764,AAPL,1.0,sell
1765,AAPL,1.0,buy
1766,MSFT,1.0,sell
1767,MSFT,1.0,buy
1768,AAPL,1.0,sell
1769,AAPL,1.0,buy
1770,MSFT,1.0,sell
1771,MSFT,1.0,buy
1772,AAPL,1.0,sell
1773,AAPL,1.0,buy
1774,MSFT,1.0,sell
1775,MSFT,1.0,buy
1776,AAPL,1.0,sell
1777,AAPL,1.0,buy
1778,MSFT,1.0,sell
1779,MSFT,1.0,buy
1780,AAPL,1.0,sell
1781,AAPL,1.0,buy
1782,MSFT,1.0,sell
1783,MSFT,1.0,buy
1784,AAPL,1.0,sell
1785,AAPL,1.0,buy
1786,MSFT,1.0,sell
1787,MSFT,1.0,buy
1788,AAPL,1.0,sell
1789,AAPL,1.0,buy
1790,MSFT,1.0,sell
1791,MSFT,1.0,buy
1792,AAPL,1.0,sell
1793,AAPL,1.0,buy
1794,MSFT,1.0,sell
1795,MSFT,1.0,buy
1796,AAPL,1.0,sell
1797,AAPL,1.0,buy
1798,MSFT,1.0,sell
1799,MSFT,1.0,buy
1800,AAPL,1.0,buy
1801,GOOG,1.0,buy
1802,MSFT,1.0,buy
1803,SPX,1.0,buy
1804,OEX,1.0,buy
1805,DJX,1.0,buy
1806,NDX,1.0,buy
1807,CPQ,1.0,buy
1808,INTC,1.0,buy
1809,IBM,1.0,buy
1810,AAPL,1.0,buy
1811,GOOG,1.0,buy
1812,MSFT,1.0,buy
1813,SPX,1.0,buy
1814,OEX,1.0,buy
1815,DJX,1.0,buy
1816,NDX,1.0,buy
1817,CPQ,1.0,buy
1818,INTC,1.0,buy
1819,IBM,1.0,buy
1820,AAPL,1.0,buy
1821,GOOG,1.0,buy
1822,MSFT,1.0,buy
1823,SPX,1.0,buy
1824,OEX,1.0,buy
1825,DJX,1.0,buy
1826,NDX,1.0,buy
1827,CPQ,1.0,buy
1828,INTC,1.0,buy
1829,IBM,1.0,buy
1830,AAPL,1.0,buy
1831,GOOG,1.0,buy
1832,MSFT,1.0,buy
1833,SPX,1.0,buy
1834,OEX,1.0,buy
1835,DJX,1.0,buy
1836,NDX,1.0,buy
1837,CPQ,1.0,buy
1838,INTC,1.0,buy
1839,IBM,1.0,buy
1840,AAPL,1.0,buy
1841,GOOG,1.0,buy
1842,MSFT,1.0,buy
1843,SPX,1.0,buy
1844,OEX,1.0,buy
1845,DJX,1.0,buy
1846,NDX,1.0,buy
1847,CPQ,1.0,buy
1848,INTC,1.0,buy
1849,IBM,1.0,buy
1850,AAPL,1.0,buy
1851,GOOG,1.0,buy
1852,MSFT,1.0,buy
1853,SPX,1.0,buy
1854,OEX,1.0,buy
1855,DJX,1.0,buy
1856,NDX,1.0,buy
1857,CPQ,1.0,buy
1858,INTC,1.0,buy
1859,IBM,1.0,buy
1860,AAPL,1.0,buy
1861,GOOG,1.0,buy
1862,MSFT,1.0,buy
1863,SPX,1.0,buy
1864,OEX,1.0,buy
1865,DJX,1.0,buy
1866,NDX,1.0,buy
1867,CPQ,1.0,buy
1868,INTC,1.0,buy
1869,IBM,1.0,buy
1870,AAPL,1.0,buy
1871,GOOG,1.0,buy
1872,MSFT,1.0,buy
1873,SPX,1.0,buy
1874,OEX,1.0,buy
1875,DJX,1.0,buy
1876,NDX,1.0,buy
1877,CPQ,1.0,buy
1878,INTC,1.0,buy
1879,IBM,1.0,buy
1880,AAPL,1.0,buy
1881,GOOG,1.0,buy
1882,MSFT,1.0,buy
1883,SPX,1.0,buy
1884,OEX,1.0,buy
1885,DJX,1.0,buy
1886,NDX,1.0,buy
1887,CPQ,1.0,buy
1888,INTC,1.0,buy
1889,IBM,1.0,buy
1890,AAPL,1.0,buy
1891,GOOG,1.0,buy
1892,MSFT,1.0,buy
1893,SPX,1.0,buy
1894,OEX,1.0,buy
1895,DJX,1.0,buy
1896,NDX,1.0,buy
1897,CPQ,1.0,buy
1898,INTC,1.0,buy
1899,IBM,1.0,buy
1900,AAPL,1.0,buy
1901,GOOG,1.0,buy
1902,MSFT,1.0,buy
1903,SPX,1.0,buy
1904,OEX,1.0,buy
1905,DJX,1.0,buy
1906,NDX,1.0,buy
1907,CPQ,1.0,buy
1908,INTC,1.0,buy
1909,IBM,1.0,buy
1910,AAPL,1.0,buy
1911,GOOG,1.0,buy
1912,MSFT,1.0,buy
1913,SPX,1.0,buy
1914,OEX,1.0,buy
1915,DJX,1.0,buy
1916,NDX,1.0,buy
1917,CPQ,1.0,buy
1918,INTC,1.0,buy
1919,IBM,1.0,buy
1920,AAPL,1.0,buy
1921,GOOG,1.0,buy
1922,MSFT,1.0,buy
1923,SPX,1.0,buy
1924,OEX,1.0,buy
1925,DJX,1.0,buy
1926,NDX,1.0,buy
1927,CPQ,1.0,buy
1928,INTC,1.0,buy
1929,IBM,1.0,buy
1930,AAPL,1.0,buy
1931,GOOG,1.0,buy
1932,MSFT,1.0,buy
1933,SPX,1.0,buy
1934,OEX,1.0,buy
1935,DJX,1.0,buy
1936,NDX,1.0,buy
1937,CPQ,1.0,buy
1938,INTC,1.0,buy
1939,IBM,1.0,buy
1940,AAPL,1.0,buy
1941,GOOG,1.0,buy
1942,MSFT,1.0,buy
1943,SPX,1.0,buy
1944,OEX,1.0,buy
1945,DJX,1.0,buy
1946,NDX,1.0,buy
1947,CPQ,1.0,buy
1948,INTC,1.0,buy
1949,IBM,1.0,buy
1950,AAPL,1.0,buy
1951,GOOG,1.0,buy
1952,MSFT,1.0,buy
1953,SPX,1.0,buy
1954,OEX,1.0,buy
1955,DJX,1.0,buy
1956,NDX,1.0,buy
1957,CPQ,1.0,buy
1958,INTC,1.0,buy
1959,IBM,1.0,buy
1960,AAPL,1.0,buy
1961,GOOG,1.0,buy
1962,MSFT,1.0,buy
1963,SPX,1.0,buy
1964,OEX,1.0,buy
1965,DJX,1.0,buy
1966,NDX,1.0,buy
1967,CPQ,1.0,buy
1968,INTC,1.0,buy
1969,IBM,1.0,buy
1970,AAPL,1.0,buy
1971,GOOG,1.0,buy
1972,MSFT,1.0,buy
1973,SPX,1.0,buy
1974,OEX,1.0,buy
1975,DJX,1.0,buy
1976,NDX,1.0,buy
1977,CPQ,1.0,buy
1978,INTC,1.0,buy
1979,IBM,1.0,buy
1980,AAPL,1.0,buy
1981,GOOG,1.0,buy
1982,MSFT,1.0,buy
1983,SPX,1.0,buy
1984,OEX,1.0,buy
1985,DJX,1.0,buy
1986,NDX,1.0,buy
1987,CPQ,1.0,buy
1988,INTC,1.0,buy
1989,IBM,1.0,buy
1990,AAPL,1.0,buy
1991,GOOG,1.0,buy
1992,MSFT,1.0,buy
1993,SPX,1.0,buy
1994,OEX,1.0,buy
1995,DJX,1.0,buy
1996,NDX,1.0,buy
1997,CPQ,1.0,buy
1998,INTC,1.0,buy
1999,IBM,1.0,buy
2000,AAPL,1.0,buy
2001,GOOG,1.0,buy
2002,MSFT,1.0,buy
2003,SPX,1.0,buy
2004,OEX,1.0,buy
2005,DJX,1.0,buy
2006,NDX,1.0,buy
2007,CPQ,1.0,buy
2008,INTC,1.0,buy
2009,IBM,1.0,buy
2010,AAPL,1.0,buy
2011,GOOG,1.0,buy
2012,MSFT,1.0,buy
2013,SPX,1.0,buy
2014,OEX,1.0,buy
2015,DJX,1.0,buy
2016,NDX,1.0,buy
2017,CPQ,1.0,buy
2018,INTC,1.0,buy
2019,IBM,1.0,buy
2020,AAPL,1.0,buy
2021,GOOG,1.0,buy
2022,MSFT,1.0,buy
2023,SPX,1.0,buy
2024,OEX,1.0,buy
2025,DJX,1.0,buy
2026,NDX,1.0,buy
2027,CPQ,1.0,buy
2028,INTC,1.0,buy
2029,IBM,1.0,buy
2030,AAPL,1.0,buy
2031,GOOG,1.0,buy
2032,MSFT,1.0,buy
2033,SPX,1.0,buy
2034,OEX,1.0,buy
2035,DJX,1.0,buy
2036,NDX,1.0,buy
2037,CPQ,1.0,buy
2038,INTC,1.0,buy
2039,IBM,1.0,buy
2040,AAPL,1.0,buy
2041,GOOG,1.0,buy
2042,MSFT,1.0,buy
2043,SPX,1.0,buy
2044,OEX,1.0,buy
2045,DJX,1.0,buy
2046,NDX,1.0,buy
2047,CPQ,1.0,buy
2048,INTC,1.0,buy
2049,IBM,1.0,buy
2050,AAPL,1.0,buy
2051,GOOG,1.0,buy
2052,MSFT,1.0,buy
2053,SPX,1.0,buy
2054,OEX,1.0,buy
2055,DJX,1.0,buy
2056,NDX,1.0,buy
2057,CPQ,1.0,buy
2058,INTC,1.0,buy
2059,IBM,1.0,buy
2060,AAPL,1.0,buy
2061,GOOG,1.0,buy
2062,MSFT,1.0,buy
2063,SPX,1.0,buy
2064,OEX,1.0,buy
2065,DJX,1.0,buy
2066,NDX,1.0,buy
2067,CPQ,1.0,buy
2068,INTC,1.0,buy
2069,IBM,1.0,buy
2070,AAPL,1.0,buy
2071,GOOG,1.0,buy
2072,MSFT,1.0,buy
2073,SPX,1.0,buy
2074,OEX,1.0,buy
2075,DJX,1.0,buy
2076,NDX,1.0,buy
2077,CPQ,1.0,buy
2078,INTC,1.0,buy
2079,IBM,1.0,buy
2080,AAPL,1.0,buy
2081,GOOG,1.0,buy
2082,MSFT,1.0,buy
2083,SPX,1.0,buy
2084,OEX,1.0,buy
2085,DJX,1.0,buy
2086,NDX,1.0,buy
2087,CPQ,1.0,buy
2088,INTC,1.0,buy
2089,IBM,1.0,buy
2090,AAPL,1.0,buy
2091,GOOG,1.0,buy
2092,MSFT,1.0,buy
2093,SPX,1.0,buy
2094,OEX,1.0,buy
2095,DJX,1.0,buy
2096,NDX,1.0,buy
2097,CPQ,1.0,buy
2098,INTC,1.0,buy
2099,IBM,1.0,buy
2100,AAPL,1.0,buy
2101,GOOG,1.0,buy
2102,MSFT,1.0,buy
2103,SPX,1.0,buy
2104,OEX,1.0,buy
2105,DJX,1.0,buy
2106,NDX,1.0,buy
2107,CPQ,1.0,buy
2108,INTC,1.0,buy
2109,IBM,1.0,buy
2110,AAPL,1.0,buy
2111,GOOG,1.0,buy
2112,MSFT,1.0,buy
2113,SPX,1.0,buy
2114,OEX,1.0,buy
2115,DJX,1.0,buy
2116,NDX,1.0,buy
2117,CPQ,1.0,buy
2118,INTC,1.0,buy
2119,IBM,1.0,buy
2120,AAPL,1.0,buy
2121,GOOG,1.0,buy
2122,MSFT,1.0,buy
2123,SPX,1.0,buy
2124,OEX,1.0,buy
2125,DJX,1.0,buy
2126,NDX,1.0,buy
2127,CPQ,1.0,buy
2128,INTC,1.0,buy
2129,IBM,1.0,buy
2130,AAPL,1.0,buy
2131,GOOG,1.0,buy
2132,MSFT,1.0,buy
2133,SPX,1.0,buy
2134,OEX,1.0,buy
2135,DJX,1.0,buy
2136,NDX,1.0,buy
2137,CPQ,1.0,buy
2138,INTC,1.0,buy
2139,IBM,1.0,buy
2140,AAPL,1.0,buy
2141,GOOG,1.0,buy
2142,MSFT,1.0,buy
2143,SPX,1.0,buy
2144,OEX,1.0,buy
2145,DJX,1.0,buy
2146,NDX,1.0,buy
2147,CPQ,1.0,buy
2148,INTC,1.0,buy
2149,IBM,1.0,buy
2150,AAPL,1.0,buy
2151,GOOG,1.0,buy
2152,MSFT,1.0,buy
2153,SPX,1.0,buy
2154,OEX,1.0,buy
2155,DJX,1.0,buy
2156,NDX,1.0,buy
2157,CPQ,1.0,buy
2158,INTC,1.0,buy
2159,IBM,1.0,buy
2160,AAPL,1.0,buy
2161,GOOG,1.0,buy
2162,MSFT,1.0,buy
2163,SPX,1.0,buy
2164,OEX,1.0,buy
2165,DJX,1.0,buy
2166,NDX,1.0,buy
2167,CPQ,1.0,buy
2168,INTC,1.0,buy
2169,IBM,1.0,buy
2170,AAPL,1.0,buy
2171,GOOG,1.0,buy
2172,MSFT,1.0,buy
2173,SPX,1.0,buy
2174,OEX,1.0,buy
2175,DJX,1.0,buy
2176,NDX,1.0,buy
2177,CPQ,1.0,buy
2178,INTC,1.0,buy
2179,IBM,1.0,buy
2180,AAPL,1.0,buy
2181,GOOG,1.0,buy
2182,MSFT,1.0,buy
2183,SPX,1.0,buy
2184,OEX,1.0,buy
2185,DJX,1.0,buy
2186,NDX,1.0,buy
2187,CPQ,1.0,buy
2188,INTC,1.0,buy
2189,IBM,1.0,buy
2190,AAPL,1.0,buy
2191,GOOG,1.0,buy
2192,MSFT,1.0,buy
2193,SPX,1.0,buy
2194,OEX,1.0,buy
2195,DJX,1.0,buy
2196,NDX,1.0,buy
2197,CPQ,1.0,buy
2198,INTC,1.0,buy
2199,IBM,1.0,buy
2200,AAPL,1.0,buy
2201,GOOG,1.0,buy
2202,MSFT,1.0,buy
2203,SPX,1.0,buy
2204,OEX,1.0,buy
2205,DJX,1.0,buy
2206,NDX,1.0,buy
2207,CPQ,1.0,buy
2208,INTC,1.0,buy
2209,IBM,1.0,buy
2210,AAPL,1.0,buy
2211,GOOG,1.0,buy
2212,MSFT,1.0,buy
2213,SPX,1.0,buy
2214,OEX,1.0,buy
2215,DJX,1.0,buy
2216,NDX,1.0,buy
2217,CPQ,1.0,buy
2218,INTC,1.0,buy
2219,IBM,1.0,buy
2220,AAPL,1.0,buy
2221,GOOG,1.0,buy
2222,MSFT,1.0,buy
2223,SPX,1.0,buy
2224,OEX,1.0,buy
2225,DJX,1.0,buy
2226,NDX,1.0,buy
2227,CPQ,1.0,buy
2228,INTC,1.0,buy
2229,IBM,1.0,buy
2230,AAPL,1.0,buy
2231,GOOG,1.0,buy
2232,MSFT,1.0,buy
2233,SPX,1.0,buy
2234,OEX,1.0,buy
2235,DJX,1.0,buy
2236,NDX,1.0,buy
2237,CPQ,1.0,buy
2238,INTC,1.0,buy
2239,IBM,1.0,buy
2240,AAPL,1.0,buy
2241,GOOG,1.0,buy
2242,MSFT,1.0,buy
2243,SPX,1.0,buy
2244,OEX,1.0,buy
2245,DJX,1.0,buy
2246,NDX,1.0,buy
2247,CPQ,1.0,buy
2248,INTC,1.0,buy
2249,IBM,1.0,buy
2250,AAPL,1.0,buy
2251,GOOG,1.0,buy
2252,MSFT,1.0,buy
2253,SPX,1.0,buy
2254,OEX,1.0,buy
2255,DJX,1.0,buy
2256,NDX,1.0,buy
2257,CPQ,1.0,buy
2258,INTC,1.0,buy
2259,IBM,1.0,buy
2260,AAPL,1.0,buy
2261,GOOG,1.0,buy
2262,MSFT,1.0,buy
2263,SPX,1.0,buy
2264,OEX,1.0,buy
2265,DJX,1.0,buy
2266,NDX,1.0,buy
2267,CPQ,1.0,buy
2268,INTC,1.0,buy
2269,IBM,1.0,buy
2270,AAPL,1.0,buy
2271,GOOG,1.0,buy
2272,MSFT,1.0,buy
2273,SPX,1.0,buy
2274,OEX,1.0,buy
2275,DJX,1.0,buy
2276,NDX,1.0,buy
2277,CPQ,1.0,buy
2278,INTC,1.0,buy
2279,IBM,1.0,buy
2280,AAPL,1.0,buy
2281,GOOG,1.0,buy
2282,MSFT,1.0,buy
2283,SPX,1.0,buy
2284,OEX,1.0,buy
2285,DJX,1.0,buy
2286,NDX,1.0,buy
2287,CPQ,1.0,buy
2288,INTC,1.0,buy
2289,IBM,1.0,buy
2290,AAPL,1.0,buy
2291,GOOG,1.0,buy
2292,MSFT,1.0,buy
2293,SPX,1.0,buy
2294,OEX,1.0,buy
2295,DJX,1.0,buy
2296,NDX,1.0,buy
2297,CPQ,1.0,buy
2298,INTC,1.0,buy
2299,IBM,1.0,buy
2300,AAPL,1.0,buy
2301,GOOG,1.0,buy
2302,MSFT,1.0,buy
2303,SPX,1.0,buy
2304,OEX,1.0,buy
2305,DJX,1.0,buy
2306,NDX,1.0,buy
2307,CPQ,1.0,buy
2308,INTC,1.0,buy
2309,IBM,1.0,buy
2310,AAPL,1.0,buy
2311,GOOG,1.0,buy
2312,MSFT,1.0,buy
2313,SPX,1.0,buy
2314,OEX,1.0,buy
2315,DJX,1.0,buy
2316,NDX,1.0,buy
2317,CPQ,1.0,buy
2318,INTC,1.0,buy
2319,IBM,1.0,buy
2320,AAPL,1.0,buy
2321,GOOG,1.0,buy
2322,MSFT,1.0,buy
2323,SPX,1.0,buy
2324,OEX,1.0,buy
2325,DJX,1.0,buy
2326,NDX,1.0,buy
2327,CPQ,1.0,buy
2328,INTC,1.0,buy
2329,IBM,1.0,buy
2330,AAPL,1.0,buy
2331,GOOG,1.0,buy
2332,MSFT,1.0,buy
2333,SPX,1.0,buy
2334,OEX,1.0,buy
2335,DJX,1.0,buy
2336,NDX,1.0,buy
2337,CPQ,1.0,buy
2338,INTC,1.0,buy
2339,IBM,1.0,buy
2340,AAPL,1.0,buy
2341,GOOG,1.0,buy
2342,MSFT,1.0,buy
2343,SPX,1.0,buy
2344,OEX,1.0,buy
2345,DJX,1.0,buy
2346,NDX,1.0,buy
2347,CPQ,1.0,buy
2348,INTC,1.0,buy
2349,IBM,1.0,buy
2350,AAPL,1.0,buy
2351,GOOG,1.0,buy
2352,MSFT,1.0,buy
2353,SPX,1.0,buy
2354,OEX,1.0,buy
